ChildChannel,Date,Duration,EpNo,ParentChannel,ProgEpisodeName,Series,SeriesNo,Source,StartTime,VersionCensorship
Sydney,1984/10/17,NULL,8,Group Network for TIS,"PIPES, PEDALS AND KEYS",""THINKABOUT, TALKABOUT",""100",1,11:00:00,NULL,
Hobart,1984/10/17,NULL,28,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Sydney,1984/10/17,NULL,15,Group Network for TIS,YO-YO,LUDWIG,100,1,00:00:00,NULL
Sydney,1984/10/17,NULL,1,Group Network for TIS,FAMILY,CHANGES,8100,1,16:40:00,NULL
Darwin,1984/10/17,NULL,16,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Brisbane,1984/10/17,NULL,8,Group Network for TIS,NEW ORDER,TIMELESS LAND,100,1,19:30:00,NULL
Melbourne,1984/10/17,NULL,21,Group Network for TIS,DREAM GONE WRONG,OUT 'N' ABOUT,8100,1,00:00:00,NULL
Sydney,1984/10/17,NULL,489,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Darwin,1984/10/17,NULL,494,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12900,1,00:00:00,NULL
Sydney,1984/10/17,NULL,6,Group Network for TIS,TIME FOR A COMMERCIAL,PRIMARY MEDIA,8100,1,00:00:00,NULL
Darwin,1984/10/17,NULL,4,Group Network for TIS,HAWKMOOR,HAWKMOOR,100,1,00:00:00,NULL
Perth,1984/10/17,NULL,14,Group Network for TIS,IT'S YOUR NEW LIFE,EVERYMAN,7900,1,00:00:00,NULL
Melbourne,1984/10/17,NULL,11,Group Network for TIS,SNUB GOES SHOPPING,LAFF-A-BITS,100,1,00:00:00,NULL
Brisbane,1984/10/17,NULL,494,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12900,1,00:00:00,NULL
Hobart,1984/10/17,NULL,489,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Sydney,1984/10/17,NULL,4,Group Network for TIS,HAWKMOOR,HAWKMOOR,100,1,00:00:00,NULL
Adelaide,1984/10/17,NULL,20,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Brisbane,1984/10/17,NULL,14,Group Network for TIS,IT'S YOUR NEW LIFE,EVERYMAN,7900,1,00:00:00,NULL
Hobart,1984/10/17,NULL,1,Group Network for TIS,FAMILY,CHANGES,8100,1,16:40:00,NULL
Perth,1984/10/17,NULL,2,Group Network for TIS,BAND OF BROTHERS,WHITE TRIBE OF AFRICA,100,1,00:00:00,NULL
Melbourne,1984/10/17,NULL,8,Group Network for TIS,NEW ORDER,TIMELESS LAND,100,1,19:30:00,NULL
Melbourne,1984/10/17,NULL,12,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Brisbane,1984/10/17,NULL,6,Group Network for TIS,TIME FOR A COMMERCIAL,PRIMARY MEDIA,8100,1,00:00:00,NULL
Darwin,1984/10/17,NULL,489,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Brisbane,1984/10/17,NULL,4,Group Network for TIS,HAWKMOOR,HAWKMOOR,100,1,00:00:00,NULL
Hobart,1984/10/17,NULL,590,Group Network for TIS,FRIDAY (OPERA HOUSE CONCERT),PLAY SCHOOL,14800,1,00:00:00,NULL
Melbourne,1984/10/17,NULL,2,Group Network for TIS,BAND OF BROTHERS,WHITE TRIBE OF AFRICA,100,1,00:00:00,NULL
Sydney,1984/10/17,NULL,3,Group Network for TIS,IMMORTALISTS,EVERYMAN,8000,1,00:00:00,NULL
Hobart,1984/10/17,NULL,8,Group Network for TIS,NEW ORDER,TIMELESS LAND,100,1,19:30:00,NULL
Brisbane,1984/10/17,NULL,489,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Brisbane,1984/10/17,NULL,15,Group Network for TIS,YO-YO,LUDWIG,100,1,00:00:00,NULL
Sydney,1984/10/17,NULL,3,Group Network for TIS,OLD AND THE BEAUTIFUL,QUARK,100,1,00:00:00,NULL
Melbourne,1984/10/17,NULL,3,Group Network for TIS,IMMORTALISTS,EVERYMAN,8000,1,00:00:00,NULL
Sydney,1984/10/17,NULL,8,Group Network for TIS,NEW ORDER,TIMELESS LAND,100,1,19:30:00,NULL
Darwin,1984/10/18,NULL,6,Group Network for TIS,BLOWERS,FANFARE,100,1,00:00:00,NULL
Sydney,1984/10/18,NULL,19,Group Network for TIS,HIGH JUMP,LUDWIG,100,1,00:00:00,NULL
Sydney,1984/10/18,NULL,15,Group Network for TIS,PRISON,FRANK'S TASMANIA,100,1,00:00:00,NULL
Hobart,1984/10/18,NULL,15,Group Network for TIS,PRISON,FRANK'S TASMANIA,100,1,00:00:00,NULL
Melbourne,1984/10/18,NULL,3,Group Network for TIS,SWING,GOLF - WITH PETER THOMSON,100,1,00:00:00,NULL
Brisbane,1984/10/18,NULL,6,Group Network for TIS,BLOWERS,FANFARE,100,1,00:00:00,NULL
Melbourne,1984/10/18,NULL,13,Group Network for TIS,FULL UP,MATHSHOW,7603,1,10:10:00,NULL
Adelaide,1984/10/18,NULL,524,Group Network for TIS,CHUKA,LASSIE,100,1,00:00:00,NULL
Brisbane,1984/10/18,NULL,495,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12900,1,00:00:00,NULL
Melbourne,1984/10/18,NULL,25,Group Network for TIS,LAUGHING BIRD - PART 3,MUSIC TIME,7803,1,00:00:00,NULL
Sydney,1984/10/18,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Brisbane,1984/10/18,NULL,29,Group Network for TIS,THESE AND THOSE,MAGIC BAG,8100,1,00:00:00,NULL
Perth,1984/10/18,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Brisbane,1984/10/18,NULL,490,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Melbourne,1984/10/18,NULL,525,Group Network for TIS,WINGED RESCUE,LASSIE,100,1,00:00:00,NULL
Hobart,1984/10/18,NULL,13,Group Network for TIS,FULL UP,MATHSHOW,7603,1,10:10:00,NULL
Melbourne,1984/10/18,NULL,29,Group Network for TIS,THESE AND THOSE,MAGIC BAG,8100,1,00:00:00,NULL
Sydney,1984/10/18,NULL,490,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Hobart,1984/10/18,NULL,490,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Darwin,1984/10/18,NULL,22,Group Network for TIS,FISHING,RED AND THE BLUE,100,1,17:30:00,NULL
Melbourne,1984/10/18,NULL,15,Group Network for TIS,PRISON,FRANK'S TASMANIA,100,1,00:00:00,NULL
Brisbane,1984/10/18,NULL,5,Group Network for TIS,PEPPERMINT PIG,PEPPERMINT PIG,100,1,00:00:00,NULL
Brisbane,1984/10/18,NULL,22,Group Network for TIS,FISHING,RED AND THE BLUE,100,1,17:30:00,NULL
Sydney,1984/10/18,NULL,2,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,200,1,00:00:00,NULL
Perth,1984/10/18,NULL,0,Group Network for TIS,"JACK HIGH" CLINIC",,0,1,00:00:00,NULL
Melbourne,1984/10/18,NULL,0,Group Network for TIS,AUSTRALIAN NETBALL CHAMPIONSHIP - NSW VS VICTORIA,,0,1,00:00:00,NULL
Sydney,1984/10/18,NULL,29,Group Network for TIS,THESE AND THOSE,MAGIC BAG,8100,1,00:00:00,NULL
Melbourne,1984/10/18,NULL,2,Group Network for TIS,DAVE ALLEN AT LARGE,DAVE ALLEN AT LARGE,200,1,00:00:00,NULL
Hobart,1984/10/18,NULL,25,Group Network for TIS,LAUGHING BIRD - PART 3,MUSIC TIME,7803,1,00:00:00,NULL
Hobart,1984/10/18,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Perth,1984/10/18,NULL,524,Group Network for TIS,CHUKA,LASSIE,100,1,00:00:00,NULL
Darwin,1984/10/18,NULL,490,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12800,1,00:00:00,NULL
Perth,1984/10/18,NULL,2,Group Network for TIS,PALAEOLITHIC SOCIETY,THREE SOCIETIES,100,1,00:00:00,NULL
Sydney,1984/10/18,NULL,525,Group Network for TIS,WINGED RESCUE,LASSIE,100,1,00:00:00,NULL
Darwin,1984/10/18,NULL,25,Group Network for TIS,LAUGHING BIRD - PART 3,MUSIC TIME,7803,1,00:00:00,NULL
Darwin,1984/10/18,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Perth,1984/10/18,NULL,475,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,00:00:00,NULL
Brisbane,1984/10/18,NULL,19,Group Network for TIS,HIGH JUMP,LUDWIG,100,1,00:00:00,NULL
Brisbane,1984/10/18,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Darwin,1984/10/18,NULL,5,Group Network for TIS,PEPPERMINT PIG,PEPPERMINT PIG,100,1,00:00:00,NULL
Darwin,1984/10/18,NULL,495,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,12900,1,00:00:00,NULL
Adelaide,1984/10/18,NULL,20,Group Network for TIS,COPPELIA - PART 2,MUSIC TIME,7802,1,00:00:00,NULL
Sydney,1984/10/18,NULL,13,Group Network for TIS,FULL UP,MATHSHOW,7603,1,10:10:00,NULL
Adelaide,1984/10/18,NULL,14,Group Network for TIS,RECYCLING NUTRIENTS - THE DUNG BEETLE,OUT 'N' ABOUT,8100,1,00:00:00,NULL
Darwin,1984/10/18,NULL,19,Group Network for TIS,HIGH JUMP,LUDWIG,100,1,00:00:00,NULL
Adelaide,1984/10/18,NULL,0,Group Network for TIS,AUSTRALIAN PLAGUE LOCUST,,0,1,00:00:00,NULL
Hobart,1984/10/18,NULL,525,Group Network for TIS,WINGED RESCUE,LASSIE,100,1,00:00:00,NULL
Melbourne,1984/10/18,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Hobart,1984/10/18,NULL,5,Group Network for TIS,TRACK WINDING BACK,AUSTRALIANS,7000,1,09:00:00,NULL
Sydney,1984/10/18,NULL,5,Group Network for TIS,PEPPERMINT PIG,PEPPERMINT PIG,100,1,00:00:00,NULL
Perth,1984/10/19,NULL,18,Group Network for TIS,LEGEND OF RAFER JOHNSON,GREATEST SPORTS LEGENDS,100,1,00:00:00,NULL
Darwin,1984/10/19,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,19:30:00,NULL
Brisbane,1984/10/19,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,19:30:00,NULL
Hobart,1984/10/19,NULL,0,Group Network for TIS,BASKETBALL: NATIONAL LEAGUE FINAL 1980: ST. KILDA VS WEST ADELAIDE,,0,1,00:00:00,NULL
Perth,1984/10/19,NULL,0,Group Network for TIS,SCHWEPPES WORLD AND AUSTRALIAN SQUASH CHAMPIONSHIPS,,0,1,00:00:00,NULL
Adelaide,1984/10/19,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,19:30:00,NULL
Sydney,1984/10/19,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Sydney,1984/10/19,NULL,0,Group Network for TIS,PLANK,,0,1,00:00:00,NULL
Perth,1984/10/19,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,19:30:00,NULL
Darwin,1984/10/19,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Melbourne,1984/10/19,NULL,0,Group Network for TIS,SCHWEPPES WORLD AND AUSTRALIAN SQUASH CHAMPIONSHIPS,,0,1,00:00:00,NULL
Sydney,1984/10/19,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,19:30:00,NULL
Brisbane,1984/10/19,NULL,0,Group Network for TIS,SCHWEPPES WORLD AND AUSTRALIAN SQUASH CHAMPIONSHIPS,,0,1,00:00:00,NULL
Hobart,1984/10/19,NULL,0,Group Network for TIS,PLANK,,0,1,00:00:00,NULL
Melbourne,1984/10/19,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,19:30:00,NULL
Melbourne,1984/10/19,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Sydney,1984/10/19,NULL,0,Group Network for TIS,SCHWEPPES WORLD AND AUSTRALIAN SQUASH CHAMPIONSHIPS,,0,1,00:00:00,NULL
Melbourne,1984/10/19,NULL,4,Group Network for TIS,JACK JOHNSON VS STANLEY KETCHEL,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Brisbane,1984/10/19,NULL,16,Group Network for TIS,LEGEND OF BOBBY RIGGS,GREATEST SPORTS LEGENDS,100,1,00:00:00,NULL
Hobart,1984/10/19,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Hobart,1984/10/19,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,19:30:00,NULL
Perth,1984/10/19,NULL,0,Group Network for TIS,PLANK,,0,1,00:00:00,NULL
Brisbane,1984/10/19,NULL,0,Group Network for TIS,PLANK,,0,1,00:00:00,NULL
Hobart,1984/10/19,NULL,0,Group Network for TIS,BUSHFIRES: OUR SUMMER FATE,,0,1,00:00:00,NULL
Perth,1984/10/19,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Melbourne,1984/10/19,NULL,0,Group Network for TIS,"AUSTRALIAN AMATEUR BOXING CHAMPIONSHIPS, 1979",,0,1,00:00:00,NULL
Adelaide,1984/10/19,NULL,13,Group Network for TIS,EATING AT THE BEACH,LAFF-A-BITS,100,1,00:00:00,NULL
Sydney,1984/10/19,NULL,36,Group Network for TIS,MAX BAER VS TONY GALENTO,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Hobart,1984/10/19,NULL,0,Group Network for TIS,SCHWEPPES WORLD AND AUSTRALIAN SQUASH CHAMPIONSHIPS,,0,1,00:00:00,NULL
Sydney,1984/10/19,NULL,16,Group Network for TIS,LEGEND OF BOBBY RIGGS,GREATEST SPORTS LEGENDS,100,1,00:00:00,NULL
Melbourne,1984/10/19,NULL,0,Group Network for TIS,LASER WAY,,0,1,00:00:00,NULL
Adelaide,1984/10/19,NULL,0,Group Network for TIS,BUSHFIRES: OUR SUMMER FATE,,0,1,00:00:00,NULL
Adelaide,1984/10/19,NULL,9,Group Network for TIS,WESTHAM UNITED V. BLACKBURN ROVERS; LIVERPOOL V. IPSWICH,MATCH OF THE DAY 1980/81,100,1,00:00:00,NULL
Brisbane,1984/10/19,NULL,0,Group Network for TIS,RUGBY UNION: SCHOOLBOYS UNDER 17 INTERNATIONAL 1980: NZ VS AUSTRALIA,,0,1,00:00:00,NULL
Darwin,1984/10/19,NULL,0,Group Network for TIS,BUSHFIRES: OUR SUMMER FATE,,0,1,00:00:00,NULL
Hobart,1984/10/20,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,13:00:00,NULL
Hobart,1984/10/20,NULL,43,Group Network for TIS,M.S.O. - DIVAL/PHILLIP GREEN MARY NEMETT,WORLD OF MUSIC,8000,1,00:00:00,NULL
Sydney,1984/10/20,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,13:00:00,NULL
Hobart,1984/10/20,NULL,4,Group Network for TIS,STORMY WINDS,LIFE AND TIMES OF LORD MOUNTBATTEN,100,1,00:00:00,NULL
Melbourne,1984/10/20,NULL,42,Group Network for TIS,M.S.O. - INOUE,WORLD OF MUSIC,8000,1,00:00:00,NULL
Brisbane,1984/10/20,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,13:00:00,NULL
Adelaide,1984/10/20,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,13:00:00,NULL
Darwin,1984/10/20,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,13:00:00,NULL
Perth,1984/10/20,NULL,5,Group Network for TIS,DYING INDUSTRY,PANORAMA,8200,1,13:00:00,NULL
Adelaide,1984/10/20,NULL,96,Group Network for TIS,FISHING ANIMALS,""WILD,WILD WORLD OF ANIMALS",""500",1,00:00:00,NULL,
Darwin,1984/10/20,NULL,41,Group Network for TIS,"SSO LOUIS FREMAUX,HERMANN BAUMANN",WORLD OF MUSIC,8000,1,00:00:00,NULL
Adelaide,1984/10/20,NULL,4,Group Network for TIS,STORMY WINDS,LIFE AND TIMES OF LORD MOUNTBATTEN,100,1,00:00:00,NULL
Brisbane,1984/10/20,NULL,41,Group Network for TIS,"SSO LOUIS FREMAUX,HERMANN BAUMANN",WORLD OF MUSIC,8000,1,00:00:00,NULL
Perth,1984/10/20,NULL,4,Group Network for TIS,STORMY WINDS,LIFE AND TIMES OF LORD MOUNTBATTEN,100,1,00:00:00,NULL
Brisbane,1984/10/20,NULL,4,Group Network for TIS,STORMY WINDS,LIFE AND TIMES OF LORD MOUNTBATTEN,100,1,00:00:00,NULL
Perth,1984/10/20,NULL,42,Group Network for TIS,M.S.O. - INOUE,WORLD OF MUSIC,8000,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,7,Group Network for TIS,STOCKHAUSEN - PERCUSSION,MUSICAL TRIANGLES,100,1,13:40:00,NULL
Adelaide,1984/10/21,NULL,5,Group Network for TIS,AND THE MEEK SHALL INHERIT,PREMIERE,100,1,00:00:00,NULL
Perth,1984/10/21,NULL,25,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,7,Group Network for TIS,MAKE MUSIC YOURS,MAKE MUSIC YOURS,100,1,00:00:00,NULL
Hobart,1984/10/21,NULL,0,Group Network for TIS,SOME AUSTRALIAN MARSUPIALS,,0,1,00:00:00,NULL
Perth,1984/10/21,NULL,3,Group Network for TIS,MASQUE OF MANDRAGORA PT.3,DR. WHO,413,1,00:00:00,NULL
Darwin,1984/10/21,NULL,13,Group Network for TIS,SOUTH EAST ASIA: THAILAND - PART 2,NEIGHBOURS,100,1,00:00:00,NULL
Perth,1984/10/21,NULL,7,Group Network for TIS,KEYS OF PARADISE,HORIZON,7900,1,00:00:00,NULL
Melbourne,1984/10/21,NULL,2,Group Network for TIS,PILOT,QUARK,100,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,1,Group Network for TIS,INTRODUCTION,LUDWIG,100,1,00:00:00,NULL
Adelaide,1984/10/21,NULL,6,Group Network for TIS,FIRE MAKING & TAKING WATER,PEOPLE OF THE AUSTRALIAN WESTERN DESERT,100,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,5,Group Network for TIS,PARTIES AND PRESENTS,THINK TANK,100,1,00:00:00,NULL
Perth,1984/10/21,NULL,5,Group Network for TIS,PARTIES AND PRESENTS,THINK TANK,100,1,00:00:00,NULL
Melbourne,1984/10/21,NULL,12,Group Network for TIS,HELPFUL HELPERS,LAFF-A-BITS,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,3,Group Network for TIS,SUNDAY BLOODY SUNDAY,HOME SWEET HOME,100,1,00:00:00,NULL
Melbourne,1984/10/21,NULL,2,Group Network for TIS,FOOD,CHANGES,8100,1,11:20:00,NULL
Brisbane,1984/10/21,NULL,8,Group Network for TIS,NO SMOKING SNUB,LAFF-A-BITS,100,1,00:00:00,NULL
Hobart,1984/10/21,NULL,29,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Hobart,1984/10/21,NULL,7,Group Network for TIS,KEYS OF PARADISE,HORIZON,7900,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,3,Group Network for TIS,SUNDAY BLOODY SUNDAY,HOME SWEET HOME,100,1,00:00:00,NULL
Hobart,1984/10/21,NULL,5,Group Network for TIS,PARTIES AND PRESENTS,THINK TANK,100,1,00:00:00,NULL
Hobart,1984/10/21,NULL,1,Group Network for TIS,INTRODUCTION,LUDWIG,100,1,00:00:00,NULL
Perth,1984/10/21,NULL,5,Group Network for TIS,AND THE MEEK SHALL INHERIT,PREMIERE,100,1,00:00:00,NULL
Adelaide,1984/10/21,NULL,4,Group Network for TIS,DAY OF A BUDDIST MONK,MAN AND RELIGION,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,5,Group Network for TIS,AND THE MEEK SHALL INHERIT,PREMIERE,100,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,13,Group Network for TIS,SOUTH EAST ASIA: THAILAND - PART 2,NEIGHBOURS,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,511,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Darwin,1984/10/21,NULL,1,Group Network for TIS,INTRODUCTION,LUDWIG,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,7,Group Network for TIS,KEYS OF PARADISE,HORIZON,7900,1,00:00:00,NULL
Hobart,1984/10/21,NULL,5,Group Network for TIS,AND THE MEEK SHALL INHERIT,PREMIERE,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,1,Group Network for TIS,HUNTINGTOWER,HUNTINGTOWER,100,1,00:00:00,NULL
Hobart,1984/10/21,NULL,1,Group Network for TIS,ALL THE GREEN YEAR,ALL THE GREEN YEAR,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,0,Group Network for TIS,SOME AUSTRALIAN MARSUPIALS,,0,1,00:00:00,NULL
Melbourne,1984/10/21,NULL,5,Group Network for TIS,AND THE MEEK SHALL INHERIT,PREMIERE,100,1,00:00:00,NULL
Darwin,1984/10/21,NULL,5,Group Network for TIS,AND THE MEEK SHALL INHERIT,PREMIERE,100,1,00:00:00,NULL
Hobart,1984/10/21,NULL,511,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7724,1,00:00:00,NULL
Hobart,1984/10/21,NULL,7,Group Network for TIS,SHOT BY SHOT,PRIMARY MEDIA,8100,1,00:00:00,NULL
Darwin,1984/10/21,NULL,7,Group Network for TIS,SHOT BY SHOT,PRIMARY MEDIA,8100,1,00:00:00,NULL
Melbourne,1984/10/21,NULL,26,Group Network for TIS,LAUGHING BIRD - PART 4,MUSIC TIME,7803,1,00:00:00,NULL
Darwin,1984/10/21,NULL,1,Group Network for TIS,HUNTINGTOWER,HUNTINGTOWER,100,1,00:00:00,NULL
Melbourne,1984/10/21,NULL,13,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Darwin,1984/10/21,NULL,1,Group Network for TIS,ALL THE GREEN YEAR,ALL THE GREEN YEAR,100,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,1,Group Network for TIS,ALL THE GREEN YEAR,ALL THE GREEN YEAR,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,7,Group Network for TIS,SHOT BY SHOT,PRIMARY MEDIA,8100,1,00:00:00,NULL
Melbourne,1984/10/21,NULL,3,Group Network for TIS,"BASIC TILLAGE IMPLEMENTS: MOULDBOARD, DISC & CHISEL PLOUGH",OUT 'N' ABOUT,8100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,27,Group Network for TIS,SUN SHONE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,1,Group Network for TIS,HUNTINGTOWER,HUNTINGTOWER,100,1,00:00:00,NULL
Perth,1984/10/21,NULL,4,Group Network for TIS,SNUB UP NORTH,LAFF-A-BITS,100,1,00:00:00,NULL
Darwin,1984/10/21,NULL,3,Group Network for TIS,SUNDAY BLOODY SUNDAY,HOME SWEET HOME,100,1,00:00:00,NULL
Melbourne,1984/10/21,NULL,7,Group Network for TIS,SHOT BY SHOT,PRIMARY MEDIA,8100,1,00:00:00,NULL
Adelaide,1984/10/21,NULL,1,Group Network for TIS,CANDLES AND DRAGONS,THINK TANK,100,1,00:00:00,NULL
Adelaide,1984/10/21,NULL,7,Group Network for TIS,KEYS OF PARADISE,HORIZON,7900,1,00:00:00,NULL
Adelaide,1984/10/21,NULL,1,Group Network for TIS,PAUL'S HOT SPARKS,LAFF-A-BITS,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,1,Group Network for TIS,ALL THE GREEN YEAR,ALL THE GREEN YEAR,100,1,00:00:00,NULL
Darwin,1984/10/21,NULL,7,Group Network for TIS,MAKE MUSIC YOURS,MAKE MUSIC YOURS,100,1,00:00:00,NULL
Darwin,1984/10/21,NULL,4,Group Network for TIS,"GOOD,THE BAD AND THE FICUS",QUARK,100,1,00:00:00,NULL
Melbourne,1984/10/21,NULL,5,Group Network for TIS,PARTIES AND PRESENTS,THINK TANK,100,1,00:00:00,NULL
Adelaide,1984/10/21,NULL,21,Group Network for TIS,DAVID NIXON MAGIC,DAVID NIXON MAGIC,100,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,5,Group Network for TIS,NOT JUST 9 TO 5,LIVING HERE AND THERE,100,1,10:00:00,NULL
Hobart,1984/10/21,NULL,3,Group Network for TIS,"BASIC TILLAGE IMPLEMENTS: MOULDBOARD, DISC & CHISEL PLOUGH",OUT 'N' ABOUT,8100,1,00:00:00,NULL
Perth,1984/10/21,NULL,2,Group Network for TIS,NO FLAME LIKE AN OLD FLAME,HOME SWEET HOME,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,1,Group Network for TIS,INTRODUCTION,LUDWIG,100,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,26,Group Network for TIS,LAUGHING BIRD - PART 4,MUSIC TIME,7803,1,00:00:00,NULL
Hobart,1984/10/21,NULL,2,Group Network for TIS,PILOT,QUARK,100,1,00:00:00,NULL
Melbourne,1984/10/21,NULL,7,Group Network for TIS,KEYS OF PARADISE,HORIZON,7900,1,00:00:00,NULL
Sydney,1984/10/21,NULL,3,Group Network for TIS,"BASIC TILLAGE IMPLEMENTS: MOULDBOARD, DISC & CHISEL PLOUGH",OUT 'N' ABOUT,8100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,4,Group Network for TIS,"GOOD,THE BAD AND THE FICUS",QUARK,100,1,00:00:00,NULL
Sydney,1984/10/21,NULL,516,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,13400,1,00:00:00,NULL
Melbourne,1984/10/21,NULL,1,Group Network for TIS,ALL THE GREEN YEAR,ALL THE GREEN YEAR,100,1,00:00:00,NULL
Brisbane,1984/10/21,NULL,7,Group Network for TIS,KEYS OF PARADISE,HORIZON,7900,1,00:00:00,NULL
